from,to,weight
Q5JXX7,O95159,-0.496407709
Q5JXX7,O95237,0.899098085
Q5JXX7,O95393,-0.894874138
Q5JXX7,O95807,0.828510735
Q5JXX7,O95870,0.740076785
Q5JXX7,P00387,-0.401255854
Q5JXX7,P11836,0.797315828
Q5JXX7,P13236,0.04921737
Q5JXX7,P29033,-0.95120395
Q5JXX7,P48201,0.753793204
Q5JXX7,P54315,0.393713134
Q5JXX7,P55061,-0.207012878
Q5JXX7,P62952,0.239846001
Q5JXX7,P81534,0.09475504
Q5JXX7,Q01726,-0.409842785
Q5JXX7,Q02747,0.379763987
Q5JXX7,Q0VAQ4,0.007209685
Q5JXX7,Q12981,0.743249457
Q5JXX7,Q13433,-0.264211968
Q5JXX7,Q14210,-0.639723304
Q5JXX7,Q15125,-0.523414243
Q5JXX7,Q15738,-0.696095139
Q5JXX7,Q2T9K0,0.250482686
Q5JXX7,Q4LDR2,0.724398238
Q5JXX7,Q53FV1,0.632853675
Q5JXX7,Q5JRM2,-0.050418427
Q5JXX7,Q5QGT7,0.639315877
Q5JXX7,Q5SV97,0.276643255
Q5JXX7,Q6ICL7,0.184297455
Q5JXX7,Q6UX34,-0.190667058
Q5JXX7,Q6UX40,-0.427648374
Q5JXX7,Q6ZP80,-0.744468248
Q5JXX7,Q6ZPD8,-0.617802743
Q5JXX7,Q7RTS5,0.811871506
Q5JXX7,Q86W74,0.208804904
Q5JXX7,Q8IVJ1,0.535178444
Q5JXX7,Q8IWU4,0.704383474
Q5JXX7,Q8IXB3,0.530153695
Q5JXX7,Q8N2M4,0.461156714
Q5JXX7,Q8N912,-0.71800995
Q5JXX7,Q8NBI2,0.618556279
Q5JXX7,Q8NHW4,-0.661376927
Q5JXX7,Q8TBB6,-0.416266374
Q5JXX7,Q8TBE1,0.472111556
Q5JXX7,Q8TBM7,0.952249332
Q5JXX7,Q8TDV0,-0.495936868
Q5JXX7,Q969S6,-0.647990361
Q5JXX7,Q969W0,0.366806384
Q5JXX7,Q96FZ5,0.014703065
Q5JXX7,Q96IV6,-0.749678756
Q5JXX7,Q96LL9,0.222476477
Q5JXX7,Q96Q80,-0.615239574
Q5JXX7,Q9BSE4,0.672871422
Q5JXX7,Q9BTX3,0.754542126
Q5JXX7,Q9P0S9,-0.115181455
Q5JXX7,Q9Y6G1,-0.71523639
Q5JXX7,Q9H0Q3,-0.510440328
Q5JXX7,Q92982,-0.328085991
Q5JXX7,Q9UBY5,0.389025649
Q5JXX7,Q9BTD3,-0.735772914
Q5JXX7,Q8N2U9,0.320097076
Q5JXX7,Q99675,0.695853666
Q5JXX7,X6R8A1,0.434307355
Q5JXX7,Q8WV15,-0.449467194
Q5JXX7,Q9UHE5,0.019959173
Q5JXX7,Q9NYZ1,-0.649610254
Q5JXX7,Q5RI15,0.022591984
Q5JXX7,Q8N5I4,0.305289529
Q5JXX7,Q8NHS1,-0.454204759
Q5JXX7,Q8TC12,-0.386592255
Q5JXX7,Q96I36,0.696805538
Q5JXX7,Q96KN9,-0.110887015
Q5JXX7,Q9H2C2,-0.81888663
Q5JXX7,Q9NUU6,-0.940414665
Q5JXX7,Q9Y320,0.769825213
Q12800,Q5JZY3,-0.26031157
Q12800,Q6PEW1,-0.534814839
Q12800,Q70IA8,-0.039230383
Q12800,Q9NQ50,0.524978164
Q12800,Q9NQ66,-0.739367235
Q12800,Q9UD71,-0.411641812
Q12800,Q9UGP5,0.973473639
Q12800,A0AVK6,0.390432398
Q12800,A0MZ66,0.576153973
Q12800,O00562,-0.67378787
Q12800,O95363,0.785462854
Q12800,O95859,0.013273465
Q12800,O95872,0.362363574
Q12800,Q9Y3B7,0.63132423
Q12800,Q15560,0.407885015
Q12800,Q96D16,0.395178457
Q12800,P20807,-0.531648873
Q12800,Q96LZ3,0.233924169
Q12800,Q9BSJ6,-0.117106966
Q12800,Q9BT43,0.488346685
Q12800,Q9BW85,-0.07370795
Q12800,Q9BXT4,-0.128269119
Q12800,Q8NDH3,-0.380172784
Q12800,Q8TDY4,0.196829163
Q12800,P29558,-0.534043667
Q12800,Q5VVH5,0.280349164
Q12800,Q93045,0.277074406
Q12800,Q86UQ8,-0.342907695
Q12800,P54922,-0.849373074
Q12800,Q9GZV7,0.841026818
Q12800,H0YCC9,0.94557663
Q12800,O60841,-0.826676727
Q12800,P00915,-0.141536925
Q12800,Q96EK2,0.814960882
Q12800,Q9NVV2,0.717592278
Q12800,Q9NZQ0,0.041859634
Q12800,Q9UF47,0.177018383
Q12800,Q9BZG8,0.400765095
Q12800,Q8N5A0,0.949025176
Q12800,Q8WVT3,-0.723292382
E9PJR5,Q5PSV4,0.357296534
E9PJR5,Q99932,-0.900530392
E9PJR5,Q7L273,-0.572394256
E9PJR5,Q9NU19,-0.077198395
E9PJR5,Q9UHP6,-0.616026402
E9PJR5,Q8WYH8,0.99307896
E9PJR5,Q0P5N6,-0.404771524
E9PJR5,O95994,-0.935333017
E9PJR5,Q05D60,-0.597438881
E9PJR5,Q49A26,0.269551375
E9PJR5,Q15560,0.991748361
E9PJR5,Q15911,0.528838784
E9PJR5,Q8IY31,-0.05162613
E9PJR5,Q9BY27,0.36880471
E9PJR5,O00471,0.828317572
E9PJR5,A0A075B739,0.853499602
E9PJR5,A0A0C4DGS5,-0.462030577
E9PJR5,F5H3M2,-0.623478264
E9PJR5,G5E9X2,-0.186263171
E9PJR5,P12035,0.100573455
E9PJR5,Q7Z3Y7,-0.049678813
E9PJR5,Q9BT25,-0.096484679
E9PJR5,K7ENL6,0.389600346
Q5PSV4,Q8NHQ1,-0.247750255
Q5PSV4,Q86YM7,0.768234327
Q5PSV4,O00471,-0.721432534
Q5SQN1,Q8IZU0,-0.790928217
Q5SQN1,Q8IWR1,0.636319404
Q5SQN1,A0A0C4DGS5,-0.268399532
Q5SQN1,P61266,-0.02709182
Q5SQN1,Q6P2R3,-0.869624132
Q8IZU0,Q9H614,0.431657215
Q8IZU0,Q6IB29,0.839401138
Q8IZU0,Q6NYC8,0.751407457
Q8IZU0,Q7Z7H8,-0.55397986
Q8IZU0,Q86UA3,-0.665223518
Q8IZU0,Q86VK4,-0.040001553
Q8IZU0,O15427,0.50051557
Q8IZU0,Q86Y79,0.994827796
Q8IZU0,Q9H1K1,-0.529703026
Q8IZU0,Q96GN5,-0.673687714
Q8IZU0,Q9H6A0,-0.109431466
Q8IZU0,Q9NRG0,0.311380843
Q8IZU0,Q9NU23,-0.332176664
Q8IZU0,Q9NWS8,0.111833346
Q8IZU0,Q9NXC2,0.430360611
Q8IZU0,Q9P218,0.847195436
Q8IZU0,Q9UGP5,-0.932242421
Q8IZU0,Q9UHA3,0.871940181
Q8IZU0,Q9ULU8,0.197428622
Q8IZU0,Q9ULW3,-0.337252465
Q8IZU0,Q9Y237,-0.417236748
Q8IZU0,A8KAD6,-0.638399364
Q8IZU0,E5KS60,0.003018545
Q8IZU0,O14832,-0.754538789
Q8IZU0,O75459,-0.219970313
Q8IZU0,O94818,0.772350835
Q8IZU0,O96000,-0.715065604
Q8IZU0,Q9Y2Q3,-0.885196523
Q8IZU0,Q9Y5T4,0.349323284
Q8IZU0,Q13011,-0.400408173
Q8IZU0,Q13084,-0.636731853
Q8IZU0,Q14241,-0.420812016
Q8IZU0,Q14CZ7,0.369006179
Q8IZU0,Q15560,0.547802698
Q8IZU0,Q96GE4,-0.414798272
Q8IZU0,Q96HZ7,-0.076404784
Q8IZU0,Q96RJ6,-0.505622073
Q8IZU0,Q99757,-0.266978132
Q8IZU0,Q9BSW7,0.193775919
Q8IZU0,Q9BVV2,0.252682386
Q8IZU0,Q9H0T7,-0.567450861
Q8IZU0,Q8IYX3,-0.543852194
Q8IZU0,Q8N0S6,0.866554653
Q8IZU0,Q8N2N9,0.878520557
Q8IZU0,Q8N883,0.392350519
Q8IZU0,Q8N8B7,-0.02784469
Q8IZU0,Q8N8X9,-0.075726079
Q8IZU0,Q8NEQ2,-0.603791744
Q8IZU0,Q969Z0,-0.990552197
Q8IZU0,P03973,-0.882299843
Q8IZU0,P17544,0.611682588
Q8IZU0,P32969,0.387447383
Q8IZU0,P49411,0.702760696
Q8IZU0,P51814,0.111160353
Q8IZU0,Q99848,-0.215776362
Q8IZU0,Q3MII6,-0.310678271
Q8IZU0,A0A0J9YY01,0.95293757
Q8IZU0,A7MD48,0.821246419
Q8IZU0,E9PSE9,0.632123667
Q8IZU0,O15155,0.847741968
Q8IZU0,O75534,0.139180882
Q8IZU0,O75683,0.022141674
Q8IZU0,P35523,-0.721168749
Q8IZU0,Q14CZ0,0.921167991
Q8IZU0,Q2TBE0,0.468777287
Q8IZU0,Q6IC98,-0.719864799
Q8IZU0,Q6NSX1,-0.190091719
Q8IZU0,Q92622,-0.217326437
Q8IZU0,Q96E11,0.621839283
Q8IZU0,Q9HB07,0.651578097
Q8IZU0,A0A0C4DGY2,-0.69062122
Q8IZU0,P07093,0.971155703
Q8IZU0,Q15582,-0.538218945
Q8IZU0,Q6P2R3,0.437239149
Q8IZU0,Q16854,0.034999663
Q8IZU0,Q9NWT8,0.843943889
Q8IZU0,Q96FY5,0.599007366
Q8IZU0,Q9H3Q1,0.127038206
Q8IZU0,Q9P2R7,-0.81579098
Q8IZU0,Q9ULD5,-0.827334778
Q5SU16,Q96E03,0.970587362
Q96E03,Q5TZF3,-0.405515171
Q96E03,Q7Z4N8,-0.345305678
Q5T011,E9PH57,-0.378589993
Q5T0G8,D3DR37,-0.809515265
Q5T0L3,B8A4K4,-0.64359027
Q5T0L3,O76011,-0.205666293
Q5T0L3,Q58EX7,-0.259431201
Q5T3I0,Q8NHQ1,-0.49938757
Q9BYR6,Q5T5B0,-0.969062236
Q9BYR6,Q9BYR5,0.121445617
Q9BYR6,Q5TA78,-0.076376194
Q9BYR6,A1L3A7,0.198264897
Q9BYR6,Q6L8G9,0.843317279
Q9BYR6,Q7RTU3,-0.222926321
Q9BYR6,Q7Z3C6,0.615643137
Q9BYR6,Q9NQL9,-0.120729038
Q9BYR6,Q9Y223,-0.698379726
Q9BYR6,A2VCK2,0.914986969
Q9BYR6,Q9NRY6,-0.033812077
Q9BYR6,P60329,-0.604326061
Q9BYR6,O95231,-0.07277723
Q9BYR6,O95363,-0.604602969
Q9BYR6,P78337,0.47485769
Q9BYR6,P78385,-0.728933137
Q9BYR6,Q15077,-0.303194844
Q9BYR6,Q16540,0.42204224
Q9BYR6,Q96NT3,0.820692017
Q9BYR6,Q9BXY8,-0.816860531
Q9BYR6,Q9BYQ6,-0.932628822
Q9BYR6,P43353,-0.208602079
Q9BYR6,Q7Z417,0.474984673
Q9BYR6,O43593,0.917313736
Q9BYR6,Q9HBE1,-0.762772379
Q9BYR6,Q9BW11,0.654826245
Q9BYR6,A0A087WYB9,0.262589538
Q9BYR6,A0A0C4DG49,-0.820422554
Q9BYR6,A8MV65,-0.750059621
Q9BYR6,A8MYP8,-0.070613304
Q9BYR6,B8A4K4,-0.561122529
Q9BYR6,H3BR52,-0.131175879
Q9BYR6,O14633,0.278412211
Q9BYR6,P60328,-0.580625676
Q9BYR6,P60331,0.689798126
Q9BYR6,P60369,-0.795601089
Q9BYR6,P61236,-0.690748723
Q9BYR6,P84101,0.331650465
Q9BYR6,Q3LHN2,0.453018745
Q9BYR6,Q3LI66,-0.355475276
Q9BYR6,Q3LI76,-0.250688516
Q9BYR6,Q3V5L5,0.35823841
Q9BYR6,Q52LG2,-0.007611185
Q9BYR6,Q5T4B2,0.813560872
Q9BYR6,Q5T754,-0.313214241
Q9BYR6,Q5TA76,0.797995332
Q9BYR6,Q6ZSJ9,-0.765982436
Q9BYR6,Q8N1N5,-0.878108386
Q9BYR6,Q8N6W0,0.442664108
Q9BYR6,Q8TF63,0.216138482
Q9BYR6,Q8WTU2,0.562720412
Q9BYR6,Q8WUT4,-0.658703948
Q9BYR6,Q96F45,-0.09874365
Q9BYR6,Q96PL5,0.030367684
Q9BYR6,Q9BYE3,-0.717944347
Q9BYR6,Q9BYQ0,-0.637588338
Q9BYR6,Q9BYQ3,-0.447301769
Q9BYR6,Q9NRQ2,-0.257991731
Q9BYR7,Q5T5B0,0.58447751
Q9BYR7,Q5T7P3,-0.622998192
Q9BYR7,Q5TA78,0.648865769
Q9BYR7,Q5TA79,0.084344561
Q9BYR7,Q6EMK4,0.11752764
Q9BYR7,A1L3A7,-0.53268103
Q9BYR7,Q6PEX3,0.858254681
Q9BYR7,Q7RTU3,0.851667734
Q9BYR7,Q7Z3C6,0.185551712
Q9BYR7,Q9NWL9,0.167417617
Q9BYR7,Q9P121,-0.304254576
Q9BYR7,Q9Y2K5,-0.989629275
Q9BYR7,A6NFR6,-0.763477626
Q9BYR7,O60336,0.869462877
Q9BYR7,Q92824,-0.103917984
Q9BYR7,Q9NRY6,-0.193031606
Q9BYR7,Q02930,0.630029242
Q9BYR7,Q9Y6Z4,0.302385341
Q9BYR7,P82987,-0.559503508
Q9BYR7,Q12891,0.327253319
Q9BYR7,Q96LJ7,0.740712653
Q9BYR7,Q96NT3,-0.765094832
Q9BYR7,Q9GZM5,0.799928352
Q9BYR7,Q8IWZ5,0.268797972
Q9BYR7,Q8NEG0,-0.419773192
Q9BYR7,Q8TCT0,0.058202821
Q9BYR7,P17482,-0.092711336
Q9BYR7,P59990,-0.786647416
Q9BYR7,Q15915,-0.406498982
Q9BYR7,O43184,-0.523774463
Q9BYR7,Q7Z417,0.832879744
Q9BYR7,Q9Y6W6,0.917542728
Q9BYR7,B5MCU0,-0.04034596
Q9BYR7,P60331,0.792045032
Q9BYR7,P60369,0.887589672
Q9BYR7,P84101,0.673821915
Q9BYR7,Q3LI76,-0.256506595
Q9BYR7,Q3SY46,0.180209415
Q9BYR7,Q5T749,0.315804721
Q9BYR7,Q5T754,0.424277926
Q9BYR7,Q5T7P2,-0.312522203
Q9BYR7,Q5TA76,0.657255137
Q9BYR7,Q7Z5V6,-0.549003997
Q9BYR7,Q86YT5,0.181489672
Q9BYR7,Q8N6W0,-0.219593294
Q9BYR7,Q9BYE3,0.966030831
Q9BYR7,Q9BYQ3,-0.429150923
Q9BYR7,Q9BYR3,0.134869041
Q9BYR7,Q9NZV7,0.310297267
Q9BYR7,Q9NV39,-0.941754726
Q9BYR7,Q9Y2E5,0.499651592
Q5T5B0,Q9BYQ2,0.906634397
Q5T5B0,Q9BYR5,0.844643658
Q5T5B0,Q6L8G9,0.033008539
Q5T5B0,Q9UGC6,0.375129129
Q5T5B0,Q9BYQ6,-0.917417377
Q5T5B0,A0A087WY89,0.904112499
Q5T5B0,B8A4K4,0.692180737
Q5T5B0,O43610,-0.705505627
Q5T5B0,P05187,-0.653519412
Q5T5B0,P60328,-0.296924188
Q5T5B0,P60331,-0.037913244
Q5T5B0,P60369,0.670188325
Q5T5B0,P60371,0.051942715
Q5T5B0,Q07627,-0.350057824
Q5T5B0,Q2TAL6,0.67191669
Q5T5B0,Q3LI67,0.806240608
Q5T5B0,Q5T749,0.117731712
Q5T5B0,Q6L8G4,-0.868739457
Q5T5B0,Q6L8G8,0.639275876
Q5T5B0,Q6L8H2,0.662050733
Q5T5B0,Q701N4,-0.691072559
Q5T5B0,Q8IUG1,0.741809727
Q5T5B0,Q8N5G2,0.280848843
Q5T5B0,Q9BYQ0,0.189423401
Q5T5B0,Q9BYQ3,0.152128368
Q5T5B0,Q9BYR2,-0.728095566
Q5T5B0,Q9BYR3,-0.856274165
Q9BYQ2,Q9BYR5,0.618388435
Q9BYQ2,Q5T7P3,0.697831909
Q9BYQ2,Q5TA78,-0.785148527
Q9BYQ2,A1L3A7,0.197243534
Q9BYQ2,Q6L8G9,0.974213407
Q9BYQ2,Q6P158,-0.235040907
Q9BYQ2,O60336,0.299018664
Q9BYQ2,Q02930,-0.129205422
Q9BYQ2,Q9GZM5,-0.264824611
Q9BYQ2,Q7Z417,0.141990635
Q9BYQ2,P60331,-0.229256268
Q9BYR5,Q5T7P3,0.100669286
Q9BYR5,Q5TA78,-0.648141205
Q9BYR5,Q5TA79,-0.955916734
Q9BYR5,Q5TA82,-0.428450354
Q9BYR5,Q5TZK3,-0.996227569
Q9BYR5,Q6EMK4,-0.672454073
Q9BYR5,A1L3A7,-0.616551144
Q9BYR5,Q6L8G9,0.495492235
Q9BYR5,Q6PEX3,0.42425176
Q9BYR5,Q7Z3C6,-0.192412284
Q9BYR5,Q86UY0,-0.368824881
Q9BYR5,Q86W54,-0.997593361
Q9BYR5,Q9H2F3,0.211321512
Q9BYR5,Q9NUL5,-0.355636887
Q9BYR5,Q9P0T4,0.797670726
Q9BYR5,Q9UGL9,0.778480337
Q9BYR5,Q9UHI7,-0.968948666
Q9BYR5,Q9UKJ5,0.41428849
Q9BYR5,O43167,0.392157228
Q9BYR5,Q02930,-0.22151488
Q9BYR5,Q06418,0.591944405
Q9BYR5,Q15973,-0.981194477
Q9BYR5,Q96NT3,0.04160571
Q9BYR5,Q9BR84,0.552244062
Q9BYR5,Q9GZM7,0.512730508
Q9BYR5,Q8IWZ5,-0.635495772
Q9BYR5,Q8N8B7,0.86273015
Q9BYR5,Q8TC90,-0.384979411
Q9BYR5,P17024,-0.779081335
Q9BYR5,P17482,-0.076976923
Q9BYR5,P37235,0.413291126
Q9BYR5,P43353,-0.309271025
Q9BYR5,Q14749,-0.993548983
Q9BYR5,Q7Z417,0.296978387
Q9BYR5,Q9P1A6,-0.856737194
Q9BYR5,A0A0A0MTT2,0.415762764
Q9BYR5,A0A0D2X7Z3,0.723943626
Q9BYR5,A8MV65,-0.817087451
Q9BYR5,B8A4K4,0.909064739
Q9BYR5,D3DPN2,-0.325811503
Q9BYR5,O14633,0.108424873
Q9BYR5,P0C7X2,0.395889785
Q9BYR5,P60328,-0.815774243
Q9BYR5,P60331,0.401191745
Q9BYR5,P60369,-0.580261468
Q9BYR5,P60371,-0.701102857
Q9BYR5,Q16874,-0.849699487
Q9BYR5,Q5T749,0.733232142
Q9BYR5,Q5T751,0.415382689
Q9BYR5,Q5T752,0.645586781
Q9BYR5,Q5T753,0.175331312
Q9BYR5,Q5T7P2,-0.350893402
Q9BYR5,Q5TA76,0.04806176
Q9BYR5,Q5TA77,-0.350147282
Q9BYR5,Q5TA81,-0.879240699
Q9BYR5,Q5TCM9,0.799332093
Q9BYR5,Q6L8G8,0.740069627
Q9BYR5,Q8IUC1,0.346256316
Q9BYR5,Q8IUG1,-0.604511141
Q9BYR5,Q8N6W0,0.815204646
Q9BYR5,Q8NBS9,-0.969462001
Q9BYR5,Q8NHX4,-0.396045942
Q9BYR5,Q8TDS5,-0.770889873
Q9BYR5,Q9BYE3,-0.626963948
Q9BYR5,Q9BYQ0,0.514791013
Q9BYR5,Q9BYQ3,-0.407333663
Q9BYR5,Q9BYR2,-0.24024887
Q9BYR5,Q9BYR3,0.07100627
Q9BYR5,Q9BYS1,0.903186894
Q9BYR5,Q9NRQ2,-0.043620355
Q9BYR5,F6SDV2,-0.811810551
Q9BYR5,M0R261,-0.524633063
Q9BYR5,V9HW60,0.668327111
Q5T5P2,Q8N1B4,-0.013310819
Q5T5P2,Q0VD86,-0.179788789
Q5T5P2,A0A0C4DGS5,0.86833608
Q5T5P2,J3KNW4,-0.496465651
Q5T5P2,Q7Z3Y8,0.16375009
Q5T5P2,Q9BT30,0.231730842
Q8N1B4,Q5T7W7,-0.636076519
Q8N1B4,Q96SQ5,0.472609275
Q8N1B4,Q6NYC8,-0.848211872
Q8N1B4,Q6P9G8,-0.673827435
Q8N1B4,Q6PJ05,-0.338680079
Q8N1B4,Q2TAC2,-0.662532714
Q8N1B4,Q7L775,-0.116090415
Q8N1B4,Q86WQ0,-0.25942041
Q8N1B4,Q86Y33,-0.428578105
Q8N1B4,Q9NP86,0.560701082
Q8N1B4,Q9NU19,-0.001968275
Q8N1B4,Q9P2K6,0.746957832
Q8N1B4,C9JG97,-0.407054979
Q8N1B4,D3DUQ6,-0.203988651
Q8N1B4,Q9Y3B7,0.754220344
Q8N1B4,V9HW29,-0.318924258
Q8N1B4,Q96GS4,-0.978700126
Q8N1B4,Q15007,-0.243998233
Q8N1B4,Q96ES5,-0.39216892
Q8N1B4,Q96PN8,0.990500268
Q8N1B4,Q99757,-0.242770474
Q8N1B4,Q9BQ89,0.756969553
Q8N1B4,Q9BSJ6,0.316119345
Q8N1B4,Q9BWG6,0.495106019
Q8N1B4,Q8IYE0,-0.054490817
Q8N1B4,Q8N5Z9,-0.223977636
Q8N1B4,Q8N8B7,0.481516471
Q8N1B4,Q8TAB5,0.967716642
Q8N1B4,Q92805,0.426475632
Q8N1B4,Q969S9,0.949820911
Q8N1B4,P06753,-0.847525861
Q8N1B4,P09067,0.071343286
Q8N1B4,P46087,-0.189756513
Q8N1B4,Q9Y5K8,-0.218918019
Q8N1B4,Q5VIR6,0.605018077
Q8N1B4,Q9UID3,0.078121118
Q8N1B4,A0A075B739,-0.343892152
Q8N1B4,A6QL64,-0.723608616
Q8N1B4,F5H3M2,-0.970296626
Q8N1B4,H3BMC3,0.232435438
Q8N1B4,J3KMY6,-0.732524521
Q8N1B4,P61018,-0.040917814
Q8N1B4,Q14119,-0.997437438
Q8N1B4,Q2TBE0,-0.206748655
Q8N1B4,Q53GI4,0.2865307
Q8N1B4,Q68D86,-0.211179033
Q8N1B4,Q7L8S5,-0.52652428
Q8N1B4,Q8IYE1,-0.835001464
Q8N1B4,Q8N5R6,-0.253995084
Q8N1B4,Q8N6R0,0.928117992
Q8N1B4,Q8N715,-0.469510213
Q8N1B4,Q8NB25,-0.645034085
Q8N1B4,Q96MY7,0.959209082
Q8N1B4,Q9NUJ3,0.540928116
Q8N1B4,K7EL76,-0.326196464
Q8N1B4,Q9H583,0.729741345
Q8N1B4,Q9H5N1,0.104544773
Q8IVL1,Q7Z6V5,0.351224918
Q8IVL1,Q8WYH8,0.956871625
Q8IVL1,Q96T37,-0.362611671
Q8IVL1,Q8NDT2,-0.015847915
Q8IVL1,Q5T655,0.868641663
Q5T681,P60369,-0.329136484
Q5T681,Q07627,0.053006246
Q5T7P3,Q5TA78,0.943794308
Q5T7P3,Q5TA79,0.1620661
Q5T7P3,Q5TA82,0.293249949
Q5T7P3,Q6L8G9,0.596982222
Q5T7P3,Q7L4P6,-0.945801589
Q5T7P3,Q9UGC6,-0.47030361
Q5T7P3,Q9BYQ6,0.746322171
Q5T7P3,Q8IWZ5,0.550163316
Q5T7P3,P59990,-0.228509525
Q5T7P3,Q7Z417,0.269854421
Q5T7P3,P23142,0.549330301
Q5T7P3,A0A087WY89,-0.137802765
Q5T7P3,B8A4K4,-0.79124528
Q5T7P3,O14633,-0.636540928
Q5T7P3,O43610,0.99336784
Q5T7P3,O96009,0.350213902
Q5T7P3,P22735,0.738710027
Q5T7P3,P60328,0.979328741
Q5T7P3,P60331,0.1164866
Q5T7P3,P60369,0.759927005
Q5T7P3,Q3LI67,0.628462047
Q5T7P3,Q5T751,0.560443163
Q5T7P3,Q5T752,-0.629673462
Q5T7P3,Q5T753,-0.120578303
Q5T7P3,Q5T754,-0.70840575
Q5T7P3,Q5T7P2,0.409360503
Q5T7P3,Q5TA77,-0.325790368
Q5T7P3,Q5TA81,-0.823101719
Q5T7P3,Q5TCM9,-0.917353398
Q5T7P3,Q6L8G4,0.983738824
Q5T7P3,Q6L8G8,-0.04716651
Q5T7P3,Q6L8H2,-0.234458132
Q5T7P3,Q701N4,-0.496327271
Q5T7P3,Q8IUC1,0.757844639
Q5T7P3,Q8IUG1,0.436440174
Q5T7P3,Q9BYP8,0.088633635
Q5T7P3,Q9BYQ0,-0.650265317
Q5T7P3,Q9BYQ3,-0.710583072
Q5T7P3,Q9BYR2,-0.75973136
Q5T7P3,Q9BYR3,0.83175628
Q5T7P3,Q9BYR4,-0.128832294
Q5T7P3,Q9BYR8,-0.436839779
Q5T7P3,Q9BYR9,-0.027303543
Q5T7P3,Q9BYS1,-0.566496526
Q5T7P3,Q9BTY2,-0.281318523
Q5T7P8,Q6NT76,0.658047386
Q5T7P8,Q7L273,-0.191613719
Q5T7P8,Q2TAC2,0.504859655
Q5T7P8,Q96JN2,0.516084125
Q5T7P8,Q96IK5,0.477790292
Q5T7P8,P51114,0.420231599
Q5T7P8,Q8N1G1,-0.876524316
Q5T7P8,A0A0C4DGS5,-0.692064105
Q5T7P8,F5H3M2,-0.925732129
Q5T7P8,Q8N137,0.573442293
Q5T7P8,Q9Y250,-0.501713523
Q5T7W7,Q0VD86,-0.50406537
Q5T7W7,O43829,0.762665822
Q5T7W7,O95994,0.548504404
Q5T7W7,Q49A26,-0.199446391
Q5T7W7,E9PH57,0.304472973
Q5T7W7,O15405,-0.601149614
Q5T7W7,O95159,-0.460159388
Q5T7W7,Q86T90,0.766400416
Q6FGM0,Q5T9C2,-0.73667679
Q6FGM0,A5D8V6,-0.483455366
Q6FGM0,Q9BRL8,-0.700545654
Q6FGM0,Q8IZ09,0.848700083
Q5T9C2,B8A4K4,0.076752108
Q5TA78,Q6EMK4,0.4360424
Q5TA78,Q6L8G9,0.829823159
Q5TA78,Q9H2F3,0.441802389
Q5TA78,Q9UGC6,-0.754401175
Q5TA78,Q9UGL9,0.781499848
Q5TA78,Q9NRY6,-0.75837588
Q5TA78,P60329,-0.353923296
Q5TA78,Q02930,0.609903529
Q5TA78,Q9BYQ6,0.092392905
Q5TA78,Q8IWZ5,0.371892544
Q5TA78,B8A4K4,0.972560428
Q5TA78,J3KQ42,0.752192276
Q5TA78,O14633,-0.000697168
Q5TA78,P22735,-0.634629309
Q5TA78,P60328,0.862036774
Q5TA78,P60331,-0.837488837
Q5TA78,P60369,0.775001199
Q5TA78,P60371,-0.993293965
Q5TA78,Q07627,-0.632589309
Q5TA78,Q2TAL6,-0.507929037
Q5TA78,Q5T751,-0.225569604
Q5TA78,Q5T753,0.095154123
Q5TA78,Q5T7P2,-0.724489698
Q5TA78,Q5TA81,0.667694579
Q5TA78,Q5TCM9,0.409293606
Q5TA78,Q6L8G4,-0.703296295
Q5TA78,Q6L8G8,-0.678875721
Q5TA78,Q6L8H2,0.588251467
Q5TA78,Q8IUG1,0.965439043
Q5TA78,Q8N1N5,0.674621343
Q5TA78,Q92504,0.130690038
Q5TA78,Q9BYP8,-0.302514116
Q5TA78,Q9BYQ0,-0.853591118
Q5TA78,Q9BYQ3,-0.580133713
Q5TA78,Q9BYR2,-0.642996469
Q5TA78,Q9BYR3,0.248509518
Q5TA78,Q9BYR8,0.726755995
Q5TA78,Q9BYS1,0.921765374
Q5TA78,Q9BTY2,-0.400860233
Q5TA79,Q6EMK4,-0.000341926
Q5TA79,Q6L8G9,-0.876618985
Q5TA79,Q9UGC6,0.597901007
Q5TA79,P60329,0.30404219
Q5TA79,Q02930,0.549387651
Q5TA79,Q96NT3,-0.967564072
Q5TA79,Q8IWZ5,0.487213361
Q5TA79,P59990,-0.261998316
Q5TA79,B8A4K4,0.739309839
Q5TA79,O14633,0.99538143
Q5TA79,O15496,0.148196906
Q5TA79,P60328,0.599883717
Q5TA79,P60331,0.599983939
Q5TA79,P60369,-0.081312579
Q5TA79,Q3LI67,0.278074398
Q5TA79,Q5T751,-0.111123968
Q5TA79,Q5T752,-0.052597589
Q5TA79,Q5T7P2,-0.312490541
Q5TA79,Q5TA76,0.401817427
Q5TA79,Q5TA81,-0.819800643
Q5TA79,Q8IUC1,0.581854897
Q5TA79,Q8IUG1,0.636466915
Q5TA79,Q8N1N5,-0.155361717
Q5TA79,Q9BYQ0,-0.865481237
Q5TA79,Q9BYQ3,0.340100979
Q5TA79,Q9BYR2,-0.337110143
Q5TA79,Q9BYR3,0.599245544
Q5TA79,Q9BYR9,-0.036117777
Q5TA82,Q6EMK4,0.772568572
Q5TA82,Q6L8G9,-0.167674552
Q5TA82,Q96NT3,-0.391354665
Q5TA82,Q7Z417,-0.491446974
